GCFID	SpeciesStrain	SpeciesID	SpeciesTaxnonmy	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
GCF_001530325.1	Alcaligenes faecalis	Alcaligenes-faecalis	Alcaligenes faecalis	PRJNA224116	SAMN04230916	LNOL00000000.1	na	511	511	Alcaligenes faecalis	strain=NBIB-017		latest	Scaffold	Major	Full	2016/1/22	ASM153032v1	Hubei Academy of Agricultural Sciences	GCA_001530325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/530/325/GCF_001530325.1_ASM153032v1	NA		na	Bacteria	norank	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	Alcaligenes faecalis
GCF_002120045.1	Alcaligenes faecalis	Alcaligenes-faecalis	Alcaligenes faecalis	PRJNA224116	SAMN06200348	MSZR00000000.1	na	511	511	Alcaligenes faecalis	strain=GZAF5		latest	Contig	Major	Full	2017/5/9	ASM212004v1	New Jersey Medical School-Rutgers University	GCA_002120045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/120/045/GCF_002120045.1_ASM212004v1	NA		na	Bacteria	norank	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	Alcaligenes faecalis
GCF_000381865.1	Moritella marina ATCC 15381	Moritella-marina	Moritella marina	PRJNA224116	SAMN02441661	ARMR00000000.1	na	1202962	90736	Moritella marina ATCC 15381	strain=MP-1		latest	Scaffold	Major	Full	2013/4/24	ASM38186v1	DOE Joint Genome Institute	GCA_000381865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/381/865/GCF_000381865.1_ASM38186v1	NA	assembly from type material	na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	Moritella marina
GCF_900120025.1	Moritella viscosa	Moritella-viscosa	Moritella viscosa	PRJNA224116	SAMEA4520407	FRDW00000000.1	na	80854	80854	Moritella viscosa		NVI 3632	latest	Contig	Major	Full	2016/12/6	clc.v6.5.NVI3632.01	UNIVERSITY OF TROMSO	GCA_900120025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/025/GCF_900120025.1_clc.v6.5.NVI3632.01	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	Moritella viscosa
GCF_900120035.1	Moritella viscosa	Moritella-viscosa	Moritella viscosa	PRJNA224116	SAMEA4520415	FPLD00000000.1	na	80854	80854	Moritella viscosa		NVI 5450	latest	Contig	Major	Full	2016/11/27	clc.v6.5.NVI5450.01	UNIVERSITY OF TROMSO	GCA_900120035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/035/GCF_900120035.1_clc.v6.5.NVI5450.01	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	Moritella viscosa
GCF_900120115.1	Moritella viscosa	Moritella-viscosa	Moritella viscosa	PRJNA224116	SAMEA4520414	FRDS00000000.1	na	80854	80854	Moritella viscosa		NVI 4917	latest	Contig	Major	Full	2016/12/6	clc.v6.5.NVI4917.01	UNIVERSITY OF TROMSO	GCA_900120115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/115/GCF_900120115.1_clc.v6.5.NVI4917.01	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	Moritella viscosa
GCF_002897495.1	Tetragenococcus halophilus subsp. halophilus	Tetragenococcus-halophilus	Tetragenococcus halophilus	PRJNA224116	SAMD00045631	BDDY00000000.1	na	1513897	51669	Tetragenococcus halophilus subsp. halophilus	strain=NRIC 0098		latest	Contig	Major	Full	2017/12/21	ASM289749v1	Genome Research Center, NODAI Research Institute, Tokyo University of Agriculture	GCA_002897495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/897/495/GCF_002897495.1_ASM289749v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus halophilus
GCF_002922865.1	Tetragenococcus halophilus subsp. halophilus	Tetragenococcus-halophilus	Tetragenococcus halophilus	PRJNA224116	SAMD00045625	BDEB00000000.1	na	1513897	51669	Tetragenococcus halophilus subsp. halophilus	strain=NISL 7116		latest	Contig	Major	Full	2018/1/25	ASM292286v1	Genome Research Center, NODAI Research Institute, Tokyo University of Agriculture	GCA_002922865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/922/865/GCF_002922865.1_ASM292286v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus halophilus
GCF_016759865.1	Tetragenococcus halophilus	Tetragenococcus-halophilus	Tetragenococcus halophilus	PRJNA224116	SAMD00175800	BKBJ00000000.1	na	51669	51669	Tetragenococcus halophilus	strain=8C2		latest	Contig	Major	Full	2021/1/14	ASM1675986v1	Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture	GCA_016759865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/759/865/GCF_016759865.1_ASM1675986v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus halophilus
GCF_018327545.1	Tetragenococcus halophilus	Tetragenococcus-halophilus	Tetragenococcus halophilus	PRJNA224116	SAMD00218609	BLRO00000000.1	na	51669	51669	Tetragenococcus halophilus	strain=YA5		latest	Contig	Major	Full	2021/4/16	ASM1832754v1	NODAI Genome Research Center, Tokyo University of Agriculture	GCA_018327545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/327/545/GCF_018327545.1_ASM1832754v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus halophilus
GCF_000429625.1	Azospirillum halopraeferens DSM 3675	Azospirillum-halopraeferens	Azospirillum halopraeferens	PRJNA224116	SAMN02440867	AUCF00000000.1	representative genome	1121033	34010	Azospirillum halopraeferens DSM 3675	strain=DSM 3675		latest	Scaffold	Major	Full	2013/9/5	ASM42962v1	DOE Joint Genome Institute	GCA_000429625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/429/625/GCF_000429625.1_ASM42962v1	NA	assembly from type material	na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Azospirillum	Azospirillum halopraeferens
GCF_005222205.1	Azospirillum brasilense	Azospirillum-brasilense	Azospirillum brasilense	PRJNA224116	SAMN10036345		na	192	192	Azospirillum brasilense	strain=MTCC4039		latest	Complete Genome	Major	Full	2019/5/7	ASM522220v1	Banaras Hindu University	GCA_005222205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/222/205/GCF_005222205.1_ASM522220v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Azospirillum	Azospirillum brasilense
GCF_007827425.1	Azospirillum brasilense	Azospirillum-brasilense	Azospirillum brasilense	PRJNA224116	SAMN03159499	VISK00000000.1	representative genome	192	192	Azospirillum brasilense	strain=Sp 7		latest	Contig	Major	Full	2019/8/2	ASM782742v1	DOE Joint Genome Institute	GCA_007827425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/827/425/GCF_007827425.1_ASM782742v1	NA	assembly from type material	na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Azospirillum	Azospirillum brasilense
GCF_008364955.1	Azospirillum lipoferum	Azospirillum-lipoferum	Azospirillum lipoferum	PRJNA224116	SAMN12661906	VTTN00000000.1	representative genome	193	193	Azospirillum lipoferum	strain=59b		latest	Scaffold	Major	Full	2019/9/9	ASM836495v1	Research Center of Biotechnology RAS	GCA_008364955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/364/955/GCF_008364955.1_ASM836495v1	NA	assembly from type material	na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Azospirillum	Azospirillum lipoferum
GCF_000307755.2	Morganella morganii SC01	Morganella-morganii	Morganella morganii	PRJNA224116	SAMN01822804	AMWL00000000.2	na	1239989	582	Morganella morganii SC01	strain=SC01		latest	Contig	Major	Full	2013/3/19	ASM30775v2	IMTECH	GCA_000307755.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/755/GCF_000307755.2_ASM30775v2	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	Morganella morganii
GCF_018141465.1	Morganella morganii	Morganella-morganii	Morganella morganii	PRJNA224116	SAMN15719828		na	582	582	Morganella morganii	strain=11759		latest	Complete Genome	Major	Full	2021/4/27	ASM1814146v1	Beijing Institute of Microbiology and Epidemiology	GCA_018141465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/141/465/GCF_018141465.1_ASM1814146v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	Morganella morganii
GCF_018474605.1	Morganella morganii subsp. morganii	Morganella-morganii	Morganella morganii	PRJNA224116	SAMN16534618	JADIBY000000000.1	na	180434	582	Morganella morganii subsp. morganii	strain=G310		latest	Contig	Major	Full	2021/5/24	ASM1847460v1	Beijing Institute of Microbiology and Epidemiology	GCA_018474605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/474/605/GCF_018474605.1_ASM1847460v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	Morganella morganii
GCF_018474695.1	Morganella morganii subsp. morganii	Morganella-morganii	Morganella morganii	PRJNA224116	SAMN16534614	JADIBU000000000.1	na	180434	582	Morganella morganii subsp. morganii	strain=1604-20211		latest	Contig	Major	Full	2021/5/24	ASM1847469v1	Beijing Institute of Microbiology and Epidemiology	GCA_018474695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/474/695/GCF_018474695.1_ASM1847469v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	Morganella morganii
GCF_001310895.1	Virgibacillus halodenitrificans JCM 12304	Virgibacillus-halodenitrificans	Virgibacillus halodenitrificans	PRJNA224116	SAMD00000428	BAZS00000000.1	na	1236975	1482	Virgibacillus halodenitrificans JCM 12304	strain=JCM 12304		latest	Contig	Major	Full	2015/10/2	ASM131089v1	The University of Tokyo	GCA_001310895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/310/895/GCF_001310895.1_ASM131089v1	NA	assembly from type material	na	Bacteria	norank	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus halodenitrificans
GCF_017874635.1	Virgibacillus alimentarius	Virgibacillus-alimentarius	Virgibacillus alimentarius	PRJNA224116	SAMN18245939	JAGIKX000000000.1	na	698769	698769	Virgibacillus alimentarius	strain=DSM 25790		latest	Contig	Major	Full	2021/4/8	ASM1787463v1	DOE Joint Genome Institute	GCA_017874635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/874/635/GCF_017874635.1_ASM1787463v1	NA	assembly from synonym type material	na	Bacteria	norank	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus alimentarius
GCF_018916875.1	Virgibacillus proomii	Virgibacillus-proomii	Virgibacillus proomii	PRJNA224116	SAMN19374076	JAHLNO000000000.1	na	84407	84407	Virgibacillus proomii	strain=N4		latest	Contig	Major	Full	2021/6/16	ASM1891687v1	The Institute of Microbiology of the Chinese Academy of Sciences	GCA_018916875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/916/875/GCF_018916875.1_ASM1891687v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus proomii
GCF_900162615.1	Virgibacillus proomii	Virgibacillus-proomii	Virgibacillus proomii	PRJNA224116	SAMEA78705418	FUFN00000000.1	representative genome	84407	84407	Virgibacillus proomii	strain=V-P		latest	Contig	Major	Full	2017/2/7	PRJEB6464	URMITE	GCA_900162615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/615/GCF_900162615.1_PRJEB6464	NA		na	Bacteria	norank	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus proomii
GCF_000429105.1	Schaalia suimastitidis DSM 15538	Schaalia-suimastitidis	Schaalia suimastitidis	PRJNA224116	SAMN02440611	AUBF00000000.1	representative genome	1120946	121163	Schaalia suimastitidis DSM 15538	strain=DSM 15538		latest	Scaffold	Major	Full	2013/9/5	ASM42910v1	DOE Joint Genome Institute	GCA_000429105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/429/105/GCF_000429105.1_ASM42910v1	NA	assembly from type material	na	Bacteria	norank	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia suimastitidis
GCF_002847545.1	Schaalia turicensis	Schaalia-turicensis	Schaalia turicensis	PRJNA224116	SAMN08193635	PKKJ00000000.1	na	131111	131111	Schaalia turicensis	strain=UMB0250		latest	Scaffold	Major	Full	2017/12/28	ASM284754v1	Loyola University Chicago	GCA_002847545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/847/545/GCF_002847545.1_ASM284754v1	NA		na	Bacteria	norank	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia turicensis
GCF_016127995.1	Schaalia meyeri	Schaalia-meyeri	Schaalia meyeri	PRJNA224116	SAMN16357154		representative genome	52773	52773	Schaalia meyeri	strain=FDAARGOS_985		latest	Complete Genome	Major	Full	2020/12/20	ASM1612799v1	US Food and Drug Administration	GCA_016127995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/127/995/GCF_016127995.1_ASM1612799v1	NA	assembly from type material	na	Bacteria	norank	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia meyeri
GCF_019380255.1	Schaalia turicensis	Schaalia-turicensis	Schaalia turicensis	PRJNA224116	SAMN14131124		na	131111	131111	Schaalia turicensis	strain=CT001		latest	Complete Genome	Major	Full	2021/7/28	ASM1938025v1	Faculty of Medicine Siriraj Hospital, Mahidol University	GCA_019380255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/380/255/GCF_019380255.1_ASM1938025v1	NA		na	Bacteria	norank	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia turicensis
GCF_003850185.1	Piscirickettsia salmonis	Piscirickettsia-salmonis	Piscirickettsia salmonis	PRJNA224116	SAMN10437718		na	1238	1238	Piscirickettsia salmonis	strain=EM-90		latest	Complete Genome	Major	Full	2018/11/29	ASM385018v1	CMM	GCA_003850185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/850/185/GCF_003850185.1_ASM385018v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	Piscirickettsia salmonis
GCF_009709035.1	Piscirickettsia salmonis	Piscirickettsia-salmonis	Piscirickettsia salmonis	PRJNA224116	SAMN11338361		na	1238	1238	Piscirickettsia salmonis	strain=Psal-098		latest	Complete Genome	Major	Full	2019/11/26	ASM970903v1	Leibniz Institute DSMZ	GCA_009709035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/709/035/GCF_009709035.1_ASM970903v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	Piscirickettsia salmonis
GCF_009709215.1	Piscirickettsia salmonis	Piscirickettsia-salmonis	Piscirickettsia salmonis	PRJNA224116	SAMN11338661		na	1238	1238	Piscirickettsia salmonis	strain=Psal-118		latest	Complete Genome	Major	Full	2019/11/26	ASM970921v1	Leibniz Institute DSMZ	GCA_009709215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/709/215/GCF_009709215.1_ASM970921v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	Piscirickettsia salmonis
GCF_012272975.1	Piscirickettsia salmonis	Piscirickettsia-salmonis	Piscirickettsia salmonis	PRJNA224116	SAMN13898196		na	1238	1238	Piscirickettsia salmonis	strain=Ps-2192A		latest	Complete Genome	Major	Full	2020/4/12	ASM1227297v1	CMM	GCA_012272975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/272/975/GCF_012272975.1_ASM1227297v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	Piscirickettsia salmonis
GCF_900089585.1	Micromonospora sediminicola	Micromonospora-sediminicola	Micromonospora sediminicola	PRJNA224116	SAMN04488363	FLRH00000000.1	representative genome	946078	946078	Micromonospora sediminicola	strain=DSM 45794		latest	Contig	Major	Full	2016/6/17	IMG-taxon 2622736535 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900089585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/089/585/GCF_900089585.1_IMG-taxon_2622736535_annotated_assembly	NA	assembly from type material	na	Bacteria	norank	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora sediminicola
GCF_900091585.1	Micromonospora nigra	Micromonospora-nigra	Micromonospora nigra	PRJNA224116	SAMN04488480	FMHT00000000.1	representative genome	145857	145857	Micromonospora nigra	strain=DSM 43818		latest	Contig	Major	Full	2016/8/25	IMG-taxon 2619619644 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900091585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/091/585/GCF_900091585.1_IMG-taxon_2619619644_annotated_assembly	NA	assembly from type material	na	Bacteria	norank	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora nigra
GCF_900143515.1	Micromonospora cremea	Micromonospora-cremea	Micromonospora cremea	PRJNA224116	SAMN04489832	FSQT00000000.1	representative genome	709881	709881	Micromonospora cremea	strain=DSM 45599		latest	Contig	Major	Full	2016/12/16	IMG-taxon 2630968262 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900143515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/143/515/GCF_900143515.1_IMG-taxon_2630968262_annotated_assembly	NA	assembly from type material	na	Bacteria	norank	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora cremea
GCF_900156065.1	Micromonospora avicenniae	Micromonospora-avicenniae	Micromonospora avicenniae	PRJNA224116	SAMN05444858	FTNF00000000.1	representative genome	1198245	1198245	Micromonospora avicenniae	strain=DSM 45758		latest	Contig	Major	Full	2017/1/15	IMG-taxon 2681813563 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900156065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/156/065/GCF_900156065.1_IMG-taxon_2681813563_annotated_assembly	NA	assembly from type material	na	Bacteria	norank	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora avicenniae
GCF_001570945.1	Janibacter anophelis NBRC 107843	Janibacter-anophelis	Janibacter anophelis	PRJNA224116	SAMD00046481	BCSQ00000000.1	representative genome	1216968	319054	Janibacter anophelis NBRC 107843	strain=NBRC 107843		latest	Contig	Major	Full	2016/2/10	ASM157094v1	National Institute of Technology and Evaluation	GCA_001570945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/570/945/GCF_001570945.1_ASM157094v1	NA	assembly from type material	na	Bacteria	norank	Actinobacteria	Actinomycetia	Micrococcales	Intrasporangiaceae	Janibacter	Janibacter anophelis
GCF_004025845.1	Janibacter hoylei PVAS-1	Janibacter-hoylei	Janibacter hoylei	PRJNA224116	SAMN08111042	PIPF00000000.1	representative genome	1210046	364298	Janibacter hoylei PVAS-1	strain=PVAS-1		latest	Contig	Major	Full	2019/1/15	ASM402584v1	Jet Propulsion Laboratory	GCA_004025845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/025/845/GCF_004025845.1_ASM402584v1	NA	assembly from type material	na	Bacteria	norank	Actinobacteria	Actinomycetia	Micrococcales	Intrasporangiaceae	Janibacter	Janibacter hoylei
GCF_014876015.1	Janibacter melonis	Janibacter-melonis	Janibacter melonis	PRJNA224116	SAMN16242082	JADAKY000000000.1	na	262209	262209	Janibacter melonis	strain=M714		latest	Contig	Major	Full	2020/10/10	ASM1487601v1	BGI-Qingdao	GCA_014876015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/876/015/GCF_014876015.1_ASM1487601v1	NA		na	Bacteria	norank	Actinobacteria	Actinomycetia	Micrococcales	Intrasporangiaceae	Janibacter	Janibacter melonis
GCF_014876075.1	Janibacter melonis	Janibacter-melonis	Janibacter melonis	PRJNA224116	SAMN16242076	JADALE000000000.1	na	262209	262209	Janibacter melonis	strain=M714		latest	Scaffold	Major	Full	2020/10/10	ASM1487607v1	BGI-Qingdao	GCA_014876075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/876/075/GCF_014876075.1_ASM1487607v1	NA		na	Bacteria	norank	Actinobacteria	Actinomycetia	Micrococcales	Intrasporangiaceae	Janibacter	Janibacter melonis
GCF_000819565.1	Celeribacter indicus	Celeribacter-indicus	Celeribacter indicus	PRJNA224116	SAMN03280159		representative genome	1208324	1208324	Celeribacter indicus	strain=P73		latest	Complete Genome	Major	Full	2015/1/16	ASM81956v1	The Third Institute of State Oceanic Administration (SOA)	GCA_000819565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/819/565/GCF_000819565.1_ASM81956v1	NA	assembly from type material	na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Celeribacter	Celeribacter indicus
GCF_002407265.1	Celeribacter ethanolicus	Celeribacter-ethanolicus	Celeribacter ethanolicus	PRJNA224116	SAMN07267288		representative genome	1758178	1758178	Celeribacter ethanolicus	strain=TSPH2		latest	Complete Genome	Major	Full	2017/10/2	ASM240726v1	Gyeongbuk Institute for Marine Bioindustry(GIMB)	GCA_002407265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/407/265/GCF_002407265.1_ASM240726v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Celeribacter	Celeribacter ethanolicus
GCF_003254175.1	Celeribacter halophilus	Celeribacter-halophilus	Celeribacter halophilus	PRJNA224116	SAMN05660891	QKZJ00000000.1	representative genome	576117	576117	Celeribacter halophilus	strain=DSM 26270		latest	Scaffold	Major	Full	2018/6/19	ASM325417v1	DOE Joint Genome Institute	GCA_003254175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/254/175/GCF_003254175.1_ASM325417v1	NA	assembly from type material	na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Celeribacter	Celeribacter halophilus
